Package,Module,Smell,Class/Module,Line no,File,Details
hrpan_tetris_mcts.agents,Random,Multifaceted abstraction,Random,3,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/Random.py,"Class 'Random' has a high LCOM value of 1, indicating it may have multiple responsibilities."
hrpan_tetris_mcts.agents,agent,Multifaceted abstraction,Agent,10,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/agent.py,"Class 'Agent' has a high LCOM value of 1, indicating it may have multiple responsibilities."
hrpan_tetris_mcts.agents,agent,Wide hierarchy,Agent,0,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/agent.py,Class 'Agent' has a wide hierarchy with 7 direct subclasses.
hrpan_tetris_mcts.agents,core,Insufficient modularization,core,1,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/core.py,"Module 'core' is insufficiently modularized with NOPM: 24, WMC: 86, NOM: 26."
hrpan_tetris_mcts.agents,policy,Multifaceted abstraction,policy,1,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/policy.py,"Class 'policy' has a high LCOM value of 1, indicating it may have multiple responsibilities."
hrpan_tetris_mcts.agents,special,Multifaceted abstraction,special,1,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/agents/special.py,"Class 'special' has a high LCOM value of 1, indicating it may have multiple responsibilities."
hrpan_tetris_mcts.util,Data,Broken modularization,State,14,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/util/Data.py,Class 'State' contains only data members without any method implementations.
hrpan_tetris_mcts.util,Data,Broken modularization,Loss,29,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/util/Data.py,Class 'Loss' contains only data members without any method implementations.
hrpan_tetris_mcts.web,parseLog,Broken modularization,StatusParser,31,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/web/parseLog.py,Class 'StatusParser' contains only data members without any method implementations.
hrpan_tetris_mcts.web,web,Multifaceted abstraction,web,1,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/web/web.py,"Class 'web' has a high LCOM value of 1, indicating it may have multiple responsibilities."
hrpan_tetris_mcts.web,web_dash,Multifaceted abstraction,web_dash,1,/Volumes/BrokeExt/NICHE/hrpan_tetris_mcts/web/web_dash.py,"Class 'web_dash' has a high LCOM value of 1, indicating it may have multiple responsibilities."
